name,weight/volume,calories,proteins,fats,carbohydrates,type,brand,manufacturer,article,composition,description,image_url,rating_score,price,category
Икра сельди Авистрон в масле классическая,180г,186,18.0,12.7,,Икра сельди,Авистрон,Авистрон,1000252663,"Икра сельди, масло растительное, соль, бензоат натрия E211","Икра сельди Авистрон в масле классическая 180г — удачный вариант закуски на праздничный стол. Ее следует подавать, намазав на хлеб и украсив веточками зелени. Продукт поставляется в герметичных банках. Такая упаковка сохраняет насыщенность вкуса и аромата лакомства, позволяет хранить его после открытия. Это уникальный морепродукт, который усваивается в организме человека на 95%. Он содержит в своем составе белки и незаменимые аминокислоты, жирные кислоты, витамины и минералы. Деликатес укрепляет опорно-двигательный аппарат, улучшает обмен веществ, уменьшает риск развития болезней щитовидной железы.",https://images-foodtech.magnit.ru/gMWAMcOA4xkKDKpdo8RJKEnWOq86HhrMRXwyf1J2JCE/rs:fit:1600:1600/plain/s3://img-dostavka/uf/121/121d274bd7e804a028702f12ecc6ac49/7acbf66a86d4dd326dca5403af6af5b2.jpeg@webp,4.6,124.99,ryba_moreprodukty
Селедочка Русское море традиционного посола,230г,420,14.0,42.0,,Сельдь,Русское Море,Русское Море,1000554356,"Филе сельди, масло растительное, соль, регуляторы кислотности: винная, лимонная кислоты, усилитель вкуса и аромата глутамат натрия 1-замещенный, консерванты: бензоат натрия, сорбат калия",,https://images-foodtech.magnit.ru/qe4CVa-oEclAWtSJ1S_b84Rks_75GG5VxWqABrTwetk/rs:fit:1600:1600/plain/s3://img-dostavka/uf/a6f/a6f547d8d6a7099128690ba2b96c4ddc/76bb1a8bd7719ca9c409167629528d7f.jpeg@webp,4.6,129.99,ryba_moreprodukty
Хек Магнит,800г,86,17.0,2.0,,Хек,Магнит,Тандер,1000239568,"Хек, глазурь","Хек 800г — отличный выбор для ежедневного рациона или диетического меню. Эту рыбу готовят разными способами — запекают, жарят, варят. Ее измельчают на фарш для котлет и пирожковых начинок, она гармонично дополняет многие салаты, из нее получается вкусная уха.  Хек — малокалорийный продукт. Даже приготовленный со сметаной или каким-то соусом он не отразится на фигуре. Рыба прекрасно сочетается с большинством популярных гарниров — картофелем, свежими и тушеными овощами, крупяными кашами.",https://images-foodtech.magnit.ru/L6Z9srGvW1n9ExiUaNkxqcFtj2loVcilJLgTzi9PIKw/rs:fit:1600:1600/plain/s3://img-dostavka/uf/2ce/2ce0e7853c5460092f33de6d4592099b/4c5a004c072b425bf5086d96993f8918.jpeg@webp,4.6,399.99,ryba_moreprodukty
Коктейль из морепродуктов Балтийский берег в масле,200г,414,8.0,42.0,1.0,Коктейль из морепродуктов,Балтийский Берег,Балтийский Берег ТД,1000251647,"Морепродукты (мясо мидий, кальмар), масло подсолнечное, соль, сахар, регулятор кислотности -кислота уксусная, консерванты: Е211, Е202","Коктейль из морепродуктов Балтийский Берег в масле 200г подойдет для праздничного и обеденного стола. Продукт богат витаминами, белком, минералами, жирными кислотами Омега-3. В его состав входят мясо кальмаров, мидий, креветок и осьминога. Характерный пикантный вкус и мягкую консистенцию обеспечивает слабосоленый рассол. Деликатес подается как отдельная закуска, используется как ингредиент для пасты, пиццы, салатов, рыбных блюд.Продукт поставляется в пластиковом контейнере. Хранить микс морепродуктов рекомендуется до четырех месяцев при температуре -2-4°C. Тогда продукт не теряет свои вкусовые качества. Употребление коктейля положительно влияет на пищеварительную систему, эффективно очищает организм.",https://images-foodtech.magnit.ru/UHPd5WJKddvOcv9nHnpGp4rgBGe56dtbS26CM6JDI08/rs:fit:1600:1600/plain/s3://img-dostavka/uf/0d1/0d1cbcdc4a6aa173429e75fa24eb39a7/90bd5d5b4b72f597f3a2697df040e31c.jpeg@webp,4.6,189.99,ryba_moreprodukty
Крабовые палочки Моя цена весовые,,180,11.0,15.0,,Крабовые палочки,Моя цена,Тандер,2299910138,"Фарш рыбный (сурими), вода, крахмал пшеничный, масло рапсовое, крахмал тапиоковый модифицированный, белок соевый, соль, сахар, пищевые добавки: ароматизатор идентичный натуральному крабовый, усилитель вкуса и аромата: глутамат натрия, гуанилат натрия, загуститель – каррагинан, красители: кармины, масло смолы паприки, диоксид титана","Крабовые палочки — нежное лакомство с характерным сладковатым вкусом. Палочки приятного светлого оттенка с ало-оранжевой «спинкой» и характерной слоистой текстурой. Подойдут для приготовления салатов, закусок или как самостоятельное блюдо.",https://images-foodtech.magnit.ru/4ZRb2W8yQQDSerOf2xPTQF0G78SDQgNiVzsQzWNNfPw/rs:fit:1600:1600/plain/s3://img-dostavka/uf/2b5/2b53a80c0ffc5173a5608f7fa1050dd3/25f2706fbaffa1bb12dc7479d821fcf9.png@webp,4.6,89.99,ryba_moreprodukty
Паста Балтийский берег из морепродуктов сливочная,150г,440,5.0,45.0,4.5,Крем-паста,Балтийский Берег,Балтийский Берег ТД,1000226441,"Масло подсолнечное рафинированное дезодорированное, креветка вареная рубленая, кальмар вареный рубленый, вода питьевая, сахар, соль, яичный желток, сливки сухие, загустители: E1414, E412, E415, регулятор кислотности – уксусная кислота, ароматизатор «Креветка», консерванты: E202, E211, краситель E120","Паста из морепродуктов имеет нежную однородную кремообразную консистенцию и хорошо намазывается на хлеб или батон. В его состав входят растительное масло, вяленые рубленные морепродукты, яичный желток, сухие сливки.",https://images-foodtech.magnit.ru/C2ldGb4ivz6A-TXK-1wLyfMSgxsjzB6PiXlgAlzLzbM/rs:fit:1600:1600/plain/s3://img-dostavka/uf/aee/aeedda429a6b447495d9926240797ece/f74f1a5c3ddd26a3e4e7fac03d6ddbab.jpeg@webp,4.8,94.99,ryba_moreprodukty
Кальмар Санта Бремор в сливочном соусе с авокадо,150г,370,3.0,37.0,6.5,Паштет,Санта Бремор,Санта-Бремор,1000417865,"Масло растительное, мясо кальмара вареное (Л-кальмар перуанско-чилийский гигантский, Б-кальмар командорский), вода питьевая, кукурузный и картофельный крахмалы, сахар, пюре из авокадо, соль, ароматизаторы, яичный желток, загуститель – ксантановая камедь, консерванты: бензоат натрия, сорбат калия, сливки сухие, регулятор кислотности – уксусная кислота ледяная, красители: медные комплексы хлорофиллов и хлорофиллинов, каротины. Продукт может содержать следы рыбы, ракообразных","Деликатесная закуска, в составе которой находятся морепродукты. Это источник белка, вкус которого оттеняется нежной сливочной заливкой с авокадо. Продукт представлен в виде крупных кусочков, размер которых можно оценить еще до момента приобретения благодаря прозрачной крышке.",https://images-foodtech.magnit.ru/pqCuoSHpILO33A4VBpbonDwNI0BEJoGC-jMmSJpe2HI/rs:fit:1600:1600/plain/s3://img-dostavka/uf/3bd/3bd27ccdd7fc0a6a72107392bd1f123e/3ba5882bc5a0779ec37edeed2d8c6632.jpeg@webp,4.7,119.99,ryba_moreprodukty
Паста Санта Бремор Антарктик Криль Подкопченный,150г,411,7.0,40.0,5.0,Крем-паста,Санта Бремор,Санта-Бремор,1000150601,"Масло подсолнечное, мясо криля подкопченное, мясо криля, вода, яичный желток, стабилизаторы: картофельный крахмал, гуаровая камедь, молочный белок, сахар, соль, сухое обезжиренное молоко, ароматизаторы (содержат усилитель вкуса и аромата – глутамат натрия), регуляторы кислотности: уксусная, молочная, яблочная, лимонная кислоты, консерванты: бензоат натрия, сорбат калия, краситель натуральный – каротин","Паста Санта Бремор Антарктик криль подкопченный 150г используется для приготовления бутербродов и тарталеток. Она изготовлена из мяса дикого криля — небольших креветок-рачков, выращенных в чистой антарктической воде. Продукт с мягкой, нежной консистенцией богат витаминами, минералами, жирными кислотами Омега-3, необходимыми для нормальной жизнедеятельности организма. Пасту «Санта Бремор Антарктик» с подкопченным крилем необходимо хранить при температуре от -2 до +4 градусов. Срок ее годности составляет 120 дней.",https://images-foodtech.magnit.ru/I-4Aodr_B_8Ok73DG0DErZxIzizHGYd0WLMC2lfgxdc/rs:fit:1600:1600/plain/s3://img-dostavka/uf/4d7/4d73ab6820a3e34ac945464dcc6f7669/3518d8be1fc1dc0ae1095aae4adc0ede.png@webp,4.8,139.99,ryba_moreprodukty
Риет Greenadini треска минтай с микрозеленью,100г,200,7.0,16.0,7.0,Риет,Greenadini,Брыкин К.Н.,1000576343,"Рыба вареная (треска атлантическая (gadus morhua morhua)-1, треска тихоокеанская (gadus macrocephalus)-2, треска балтийская (gadus morhua callarias)-3, минтай (gadus сhalcogramma), вода, масло подсолнечное, лук репчатый сушеный, молочный белок, крахмал кукурузный, микрозелень - базилик, соль, сахар, желток яичный сухой, загустители (гуаровая камедь, ксантановая камедь), кислота уксусная пищевая, перец черный молотый","Рыбный паштет, сочетающий в себе 3 вида трески: атлантическую, тихоокеанскую, балтийскую и минтай. Аромат у паштета рыбный, с лёгкими нотками сушёного лука и базилика. Вкус — нежный рыбный, с деликатной сладостью и пикантностью чёрного перца. Риет подойдёт для бутербродов, намазывания на хлебцы или гренки, а также в качестве закуски.",https://images-foodtech.magnit.ru/mB8ohXwWL4vhOudbd1NF391u7Ck-ioJ7lEKvJooxV5E/rs:fit:1600:1600/plain/s3://img-dostavka/uf/294/2943958f461b323ddf1c5ed583895874/3d6a89fac7231092b4cb5e674e35b7ff.jpeg@webp,4.6,79.99,ryba_moreprodukty
Крабовые палочки Русское море с творожным сыром охлажденные,180г,124,7.8,5.1,11.7,Крабовые палочки,Русское Море,Санта-Бремор,1000372917,"Палочки крабовые (фарш рыбный (сурими): мясо рыбы (М-минтай, Х-хек тихоокеанский, П-путассу северная, А-макруронус американский), сахар, агент влагоудерживающий – сорбит, стабилизаторы: пирофосфат натрия, полифосфат натрия, регулятор кислотности – трифосфат натрия, вода питьевая, крахмал картофельный, масло подсолнечное, ароматизаторы (содержат натуральные экстракты краба, креветки, устриц, усилитель вкуса и аромата – глутамат натрия 1-замещенный), соль, яичный белок, загустители: каррагинан из водорослей, тары камедь, консервант – сорбат калия, красители: кармины, экстракт паприки), начинка: сыр (молоко и сливки пастеризованные, крахмал тапиоковый, стабилизаторы: камедь рожкового дерева, гуаровая камедь, каррагинан, бактериальная закваска, пищевые волокна), творог, масло сладко-сливочное, загуститель – камедь целлюлозы. Продукт может содержать сою, глютен, горчицу","Палочки крабовые Русское Море с творожным сыром охлажденные 180г — оригинальное дополнение к повседневному и праздничному рациону. Это самостоятельная закуска, компонент салатов, канапе и других домашних блюд. Румяные крабовые палочки с нежной волокнистой текстурой изготовлены из фарша на основе хека, путассу, минтая. В качестве начинки использовано деликатесное творожное суфле, вкус которого гармонирует с пикантной рыбной основой. Продукт с невысокой энергетической ценностью (124 ккал в 100 г) может использоваться в диетическом питании. Благодаря содержанию белка и легкоусвояемых углеводов он восстанавливает силы, снимает стресс и хорошо утоляет голод.",https://images-foodtech.magnit.ru/NMZlnwIhE8wlinAdZS5soN0Oa4Fet2YKw2t6mnR0pX8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/e3c/e3c17c8ee6ce6fab3d17080da54d83d4/f91af4bb691919e097e7afaf5dc25043.jpeg@webp,4.7,129.99,ryba_moreprodukty
Икра рыбная Mare с кальмаром и чесночным Соусом,165г,420,6.0,42.0,4.0,Икорный соус,Балтийский Берег,Балтийский Берег ТД,1000520668,"Икра рыбная пробойная слабосоленая (икра сельди тихоокеанской, икра сельди атлантической, икра мойвы, соль), чесночный соус на основе растительных масел (масло подсолнечное рафинированное дезодорированное, вода питьевая, сахар, соль, сухой яичный желток, стабилизаторы: Е1422, Е1450, Е415, Е412, чеснок сушеный измельченный, подсырная молочная сыворотка, регулятор кислотности Е260, ароматизатор, консерванты: Е211, Е202), кальмар гигантский вареный рубленый",,https://images-foodtech.magnit.ru/cww31RiUUCDd96fpav-AmBw2hDUb-AzWWZO9T5RpGiU/rs:fit:1600:1600/plain/s3://img-dostavka/uf/c7e/c7e1549a9b7e909a1f90ef7c92c0f257/41c396cf2f44d97907c0f948af54c225.png@webp,4.6,119.99,ryba_moreprodukty
Сельдь Атлантика филе в масле малосольная,240г,172,16.0,12.0,,Сельдь,Атлантика,Фосфорель,1000324372,"Сельдь атлантическо-скандинавская малосольная (сельдь, соль пищевая, регулятор кислотности - уксусная кислота ледяная, консерванты: бензоат натрия, сорбат калия), масло подсолнечное рафинированное дезодорированное","Сельдь Атлантика филе в масле малосольная 240г — продукт, который сочетает деликатный вкус и пользу для организма. Морская рыба, выловленная в скандинавских водах, предварительно обработана и разделана. Благодаря технологии качественной консервации она сохранила упругую и нежную текстуру, естественные вкусовые и ароматические характеристики. Сельдь легко режется на кусочки и кубики любого размера. Это основа для приготовления закусок, питательных салатов, сэндвичей, супов, начинок для пирогов и блинов. Благодаря содержанию легкоусвояемых жиров, белков, омега-3 кислот и минералов продукт быстро утоляет голод и восстанавливает силы. Рекомендуемая суточная норма — 50 грамм.",https://images-foodtech.magnit.ru/g2UU5L6KuRIA2Fkii0brwqW3eFyJeDn4HnKFy7GHSzQ/rs:fit:1600:1600/plain/s3://img-dostavka/uf/0c4/0c4a7c5611012fd4fae0a365cd042f0b/8004045513d8dcee0d2e58c0fb6c0a54.jpeg@webp,4.7,149.99,ryba_moreprodukty
Камбала вяленая,100г,,,,,Камбала,Различные бренды,,1000248177,"Камбала вяленая 100г изготавливается без использования искусственных красителей, ароматизаторов и консервантов. Мягкий режим обработки рыбы позволяет в максимальном объеме сохранить питательные вещества и микроэлементы. Оптимальное количество соли, применяемое для производства, придает рыбному филе приятную нежную структуру. Отсутствие специфических добавок гарантирует натуральный вкус и аромат продукта. Соленое лакомство станет удачной закуской для праздничного стола или пикника. Кроме того, изделие выгодно дополнит слабоалкогольные напитки, такие как пиво или сидр. Продукция поставляется в герметичной упаковке.","Камбала вяленая 100г изготавливается без использования искусственных красителей, ароматизаторов и консервантов. Мягкий режим обработки рыбы позволяет в максимальном объеме сохранить питательные вещества и микроэлементы. Оптимальное количество соли, применяемое для производства, придает рыбному филе приятную нежную структуру. Отсутствие специфических добавок гарантирует натуральный вкус и аромат продукта. Соленое лакомство станет удачной закуской для праздничного стола или пикника. Кроме того, изделие выгодно дополнит слабоалкогольные напитки, такие как пиво или сидр. Продукция поставляется в герметичной упаковке.",https://images-foodtech.magnit.ru/HlT2bcMIMDuWBB_flc746mqVcs4o9U8piFGybclAq_8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/bf5/bf5345a88340b43457002e1510fe30ac/8783b1d07f5b83140e614cd66d5653d8.jpeg@webp,4.6,149.99,ryba_moreprodukty
Паста Санта Бремор Антарктик Криль Классический,150г,410,4.5,41.0,5.5,Крем-паста,Санта Бремор,Санта-Бремор,1000150600,"Масло растительное, мясо криля, вода, яичный желток, стабилизаторы: картофельный крахмал, гуаровая камедь, молочный белок, сахар, соль, сухое обезжиренное молоко, ароматизаторы, регуляторы кислотности: уксусная, молочная, яблочная, лимонная кислоты, консерванты: бензоат натрия, сорбат калия, красители: кармины, экстракт паприки","Паста Санта Бремор Антарктик криль классический 150г — это нежный паштет с однородной текстурой, напоминающей мусс. Он изготовлен из ароматного сливочного соуса и мяса криля. В составе также присутствуют яичный желток, картофельный крахмал, регуляторы кислотности, сухое обезжиренное молоко. Паста «Санта Бремор Антарктик» с крилем содержит Омега-3, которая необходима организму для нормальной работы. Срок годности продукта составляет 4 месяца, и хранить его следует при температуре от -2 до +4 градусов при относительной влажности воздуха, не превышающей 75%.",https://images-foodtech.magnit.ru/0v8iB4lGfl3cjWFKXcPJNsYS5OhdQg_00bkf_Yw_Ycs/rs:fit:1600:1600/plain/s3://img-dostavka/uf/ca5/ca5e92a43ec698b85810318073867bc8/cf2485985c9507c073cd5ba9df9aa20e.jpeg@webp,4.8,139.99,ryba_moreprodukty
Рыба рубленая Европром горбуша и скумбрия,180г,210,8.5,17.0,6.0,Горбуша,Европром,Европром,1000279068,"Соус на основе растительных масел Veg (вода питьевая; масло подсолнечное рафинированное дезодорированное «Первый сорт»; мука соевая текстурированная; желток яичный сухой; соль, сахар, загустители Е1422, Е412; молоко сухое обезжиренное; консерванты сорбат калия, бензоат натрия; регуляторы кислотности - молочная кислота; антиокислитель 321); рыба (филе скумбрии, фарш из горбуши); овощи сушеные резаные восстановленные (лук репчатый, паприка красная). Может содержать следы продуктов переработки ракообразных, моллюсков, горчицы, продуктов содержащих глютен, аспартама, кунжута. Возможно наличие мелких рыбных косточек","Рубленая рыбная смесь из кеты, горбуши и скумбрии с добавлением специй и овощей. Нежная текстура и насыщенный вкус делают продукт универсальным для бутербродов, закусок и салатов.",https://images-foodtech.magnit.ru/IjS9nyBVEeCpSe7Kof0gUY8NTSlxg1HUGpcM3fqVo3c/rs:fit:1600:1600/plain/s3://img-dostavka/uf/1f2/1f2e712752a518c3af59a7d9e23d1913/f74c89ea03f0425f865edf09191e230e.jpeg@webp,4.7,99.99,ryba_moreprodukty
Икра рыбная Северная гавань/Магнит в соусе с лососем,160г,430,6.0,42.0,6.5,Икорный соус,Магнит,Тандер,1000395341,"Рыбная продукция соленая (икра: мойвы, сельди атлантической (икра, соль), лососевые рыбы (фарш) (форель радужная, лосось атлантический (семга), соль)), масло растительное, вода питьевая, мука соевая, сахар, кукурузный крахмал, соль, яичный желток, красители: кармины, экстракт паприки, ароматизаторы, загуститель ксантановая камедь, сухое обезжиренное молоко, консерванты: бензоат натрия, сорбат калия, регулятор кислотности уксусная кислота ледяная",Густой воздушный мусс с добавлением кусочков аппетитного лосося. Такой легко намазывается на хлеб и подойдёт для утренних бутербродов. У икры приятный нежно-розовый цвет и насыщенный рыбный вкус.,https://images-foodtech.magnit.ru/_hQ2l8Nka3vSn4pgMsVZRmWoCevDWDZd2Y4iq2IwfhE/rs:fit:1600:1600/plain/s3://img-dostavka/uf/d30/d30a340734fd91a595ac34c7a8f83728/a46fb26211a45874c2e6fe5e73a01ae0.jpeg@webp,4.6,99.99,ryba_moreprodukty
Капуста Санта Бремор морская Классическая маринованная,200г,60,1.0,5.0,3.0,Морская капуста,Санта Бремор,Санта-Бремор,1000146391,"Капуста морская (ламинария японская) шинкованная вареная, вода питьевая, сахар, соль, регулятор кислотности уксусная кислота ледяная, масло: подсолнечное (С) или рапсовое (D); пряности, консерванты: бензоат натрия, сорбат калия; подсластитель сахарин","Капуста Санта Бремор морская Классическая маринованная 200г хорошо сочетается с рыбными блюдами и гарнирами. При желании ее можно дополнить сметанным или любым другим соусом. Она содержит большое количество витаминов А, В, С, Е и D, фосфор, калий, йод, магний, железо. Благодаря этому употребление продукта положительно сказывается на сердечно-сосудистой системе, способствует разжижению крови, предотвращает накопление холестерина, налаживает пищеварение, улучшает обмен веществ. Капуста полезна для людей любого возраста.",https://images-foodtech.magnit.ru/Ij52RA_oF4cfvR4KbN-BgUv2cNYw30UniIEY3Al62Vg/rs:fit:1600:1600/plain/s3://img-dostavka/uf/08d/08d891993750bc367a962ef010965c16/db1c01f371c049381b0014670d4a1500.jpeg@webp,4.8,59.99,ryba_moreprodukty
Мидии Меридиан с вялеными томатами чесноком и зеленью в масле,415г,200,7.2,18.8,1.0,Мидии,Меридиан,Меридиан ТД,1000103131,"Мидии отварные, масло растительное, сахар, соль, регуляторы кислотности: уксусная, молочная, яблочная и лимонная кислоты, смесь специй (томаты, базилик, чеснок сушеные, усилитель вкуса и аромата - глутамат натрия), консерванты: бензоат натрия и сорбат натрия","Мидии Меридиан с вялеными томатами чесноком и зеленью в масле 415г представляют новые оригинальные вкусы для всех почитателей морепродуктов. Для этого продукта берутся отварные и слегка маринованные мидии и заправляются овощами, специями и зеленью. В результате получается вкусное, питательное и изысканное блюдо, которое по достоинству оценят все гурманы. Продукт полностью готов к употреблению, его можно добавить в салат или приготовить быстрый и легкий ужин на всю семью. Потребителям, следящим за количеством поступающей в организм соли, интересно будет узнать, что при изготовлении блюда используется минимум этого ингредиента.",https://images-foodtech.magnit.ru/CuRtkxKzbSbtA8XnxZv3wQcjy4L1d4hvfGVOJnKnbsk/rs:fit:1600:1600/plain/s3://img-dostavka/uf/dd7/dd7fdad077884779ab8aec4c35220647/a2af9959b2875f129b299a65a0dcf317.jpeg@webp,4.7,299.99,ryba_moreprodukty
Крабовые палочки Vici с мясом натурального краба,170г,86,8.1,0.5,12.3,Крабовые палочки,Вичи,Вичюнай-Русь,1000483001,"Сурими (фарш рыбный из зоологического вида рыбы красный нитепёр, влагоудерживающий агент: полифосфаты) вода, мясо краба скалистого, крахмал картофельный, крахмал пшеничный, масло растительное, загуститель: дикрахмалфосфат, соль, белок яичный, ароматизаторы: сахар, экстракт дрожжей, белок пшеничный ферментированный, стабилизаторы: гуаровая и ксантановая камеди, красители: кармины, экстракт паприки, желток яичный","Приготовлены из натуральной рыбной массы сурими с добавлением настоящего мяса краба. В них много белка и почти нет жира, так что это отличный перекус для тех, кто за правильное питание.",https://images-foodtech.magnit.ru/U08QCwkydvflg-YMde2XPHrZvKWxV79m_zypJX6doMI/rs:fit:1600:1600/plain/s3://img-dostavka/uf/d47/d47bfc22dbb2fefae3b8c00f34c7ba21/d23209677dd58f483f48be2cc319e7ba.jpeg@webp,4.7,149.99,ryba_moreprodukty
Паста Крем-фиш Кальмар с креветками,150г,310,6.5,29.0,6.0,Крем-паста,Крем-Фиш,Европром,1000246619,"Крем на растительных маслах veg (вода питьевая, масло растительное, мука соевая текстурированная, молоко сухое обезжиренное, загустители - E1422, гуаровая камедь, сахар, соль, желток яичный сухой, комплексная пищевая добавка (усилители вкуса и аромата - E621, E627, E631, дрожжевой экстракт, декстроза, специи), консерванты - сорбат калия, бензоат натрия, краситель - E171, регуляторы кислотности - молочная кислота, лимонная кислота, антиокислители - E321, E385), морепродукты (филе гигантского кальмара, креветки северные)","Нежная кремовая паста из кальмара и креветок с насыщенным морским вкусом. Идеально подходит для бутербродов, закусок и салатов. Лёгкая текстура делает её удобной для намазывания, а оригинальная упаковка — практичным вариантом для перекуса в дороге.",https://images-foodtech.magnit.ru/dwM2uSSEe15hTssPsGVJkwlDtAAc96LSGnVC5Viaac4/rs:fit:1600:1600/plain/s3://img-dostavka/uf/1c4/1c4b1733bee2b7e08c88e46d9926390e/e1c23f1248446c2a1db1e88018b09fe8.jpeg@webp,4.7,99.99,ryba_moreprodukty
Салат Северная гавань Витамин из морской капусты в масле,400г,140,10.0,8.0,10.0,Салат из морской капусты,Магнит,Тандер,1000187194,"Капуста морская, капуста белокочанная, масло подсолнечное рафинированное дезодорированное, морковь столовая, сахар, лук репчатый, соль поваренная пищевая, регулятор кислотности - уксусная кислота, смесь пряностей для корейских салатов (чеснок, кориандр, перец красный, усилитель вкуса и аромата Е621, перец черный), консерванты: Е211, Е202","Салат из морской капусты в масле — оригинальная и полезная закуска. Морская капуста — лидер по содержанию йода. Если регулярно включать её в свой рацион, можно не беспокоиться о дефиците этого ценного вещества.",https://images-foodtech.magnit.ru/U_d0sKghvI2zysUlmqyiSTLqaXk04najKBsAtcKYep0/rs:fit:1600:1600/plain/s3://img-dostavka/uf/c0c/c0c30cc090bcd4f36e9d144351102e41/8bb2395216b97c68869d1d42b7b43f14.jpeg@webp,4.6,99.99,ryba_moreprodukty
Икра минтая Русское море Дальневосточная,130г,129,14.4,6.3,3.7,Икра минтая,Русское Море,Санта-Бремор,2298700013,"Икра минтая соленая (икра, соль, сахар), масло растительное, вода питьевая, загустители: Е1414 (модифицированный крахмал), каррагинан, ксантановая камедь; консерванты: бензоат натрия, сорбат калия, горчица (содержит овсяную клетчатку), красители: кармины, экстракт паприки. Продукт может содержать следы молока, ракообразных, сельдерея, сои, яиц","Икра Русское море минтая деликатесная дальневосточная 130г — это вкусный и полезный деликатес. Ее готовят по традиционному дальневосточному рецепту, поэтому она отличается слегка терпким вкусом и приятным ароматом свежей рыбы. Продукт богат витаминами группы В, А, С, Е, жирными кислотами, натрием, фосфором, калием, железом и другими полезными веществами. Его употребление помогает нормализовать работу сердечно-сосудистой системы, щитовидной железы, укрепить костную ткань. Морепродукт характеризуется низкой калорийностью и высоким содержанием белка, поэтому подходит тем, кто придерживается диетического питания. Он хорошо сочетается с тостами, свежим хлебом и сливочным маслом.",https://images-foodtech.magnit.ru/iQeVYUF8ssV9Q902guuK5qGZBvuIn_4KfmtA-cf0fGI/rs:fit:1600:1600/plain/s3://img-dostavka/uf/b1b/b1b425c7446e13eeb0d54abeb91ab4b7/78e2e951f00cd0613bcfa8ae388d612a.jpeg@webp,4.6,139.99,ryba_moreprodukty
Крабовые палочки Русское Море,400г,97,6.5,2.1,13.0,Крабовые палочки,Русское Море,Санта-Бремор,1000250706,"Фарш рыбный (сурими) мясо рыбы, регуляторы кислотности: Е450, Е451, вода, крахмалы: картофельный, кукурузный, тапиоковый, масло растительное, сахар, соль, яичный белок, регулятор кислотности – карбонат натрия, загуститель – альгинат натрия, стабилизатор – полифосфат натрия, ароматизаторы, усилитель вкуса и аромата – глутамат натрия, красители: кармины, экстракт паприки, антиокислитель – экстракты розмарина","Крабовые палочки Русское Море 400г — продукт, изготовленный из мяса белых рыб. Подходит для приготовления салатов, рулетов и холодных закусок. выпускается в виде палочек, максимально похожих по вкусу на натуральное крабовое мясо. Продукт имеет нежную текстуру, бело-розовый цвет и выраженный аромат морепродуктов.Палочки полностью готовы к употреблению, их можно замораживать. После разморозки при комнатной температуре они не теряют свои вкусовые качества. Выпускаются в вакуумной полиэтиленовой упаковке, каждая палочка завернута в индивидуальную упаковку.",https://images-foodtech.magnit.ru/pESdJGcEYsi7gF8peSTEfWeS0paAuXkk8OTRNQtwO10/rs:fit:1600:1600/plain/s3://img-dostavka/uf/753/753879800819c9268b370df83f3d1e98/484393a843d9ce77242b55a555df8f04.jpeg@webp,4.7,199.99,ryba_moreprodukty
Мармелад Juuums карандаш кислый вкус бабл-гам,70г,386,0.5,3.0,92.1,Мармелад,Juuums,Салбро,8000009196,"Глюкозный сироп, сахар, пшеничная мука (глютен), вода, масло пальмовое, концентрированный яблочный сок, загуститель (крахмал кукурузный кислотно-утонченный), декстроза, желатин говяжий, влагоудерживающий агент (сорбитовый сироп), регулятор кислотности (лимонная кислота, яблочная кислота, фумаровая кислота), ароматизатор (бабл-гам), эмульгатор (моно и диглицериды жирных кислот), пищевые красители (бетанин)",,https://images-foodtech.magnit.ru/LS1g3zqhbiNqDvBtZC5MF3MU0kp_ef-36CKfzPovbgs/rs:fit:1600:1600/plain/s3://img-dostavka/uf/fc1/fc1dc5c09fc427509579884143f1b061/697af8e1a1803468440d7f347e07dcd0.jpeg@webp,4.7,89.99,sladosti_torty_pirozhnye
Мармелад Juuums ремешок кислый вкус ананас лимон,70г,375,0.5,3.1,89.3,Мармелад,Juuums,Салбро,8000009195,"Глюкозный сироп, пшеничная мука (глютен), сахар, вода, масло пальмовое, регулятор кислотности (лимонная кислота, яблочная кислота, фумаровая кислота), влагоудерживающий агент (сорбитовый сироп), концентрированный яблочный сок, желирующее вещество (крахмал кукурузный кислотно-утонченный), ароматизатор (ананас, лимон), эмульгатор (моно- и диглицериды жирных кислот), пищевые красители (кармин, куркумин, аннато, хлорофилл)",,https://images-foodtech.magnit.ru/a5aWqxSZC8RAm899hOF53SrLrSL6nV_IU5pKVquaZ3Y/rs:fit:1600:1600/plain/s3://img-dostavka/uf/dd5/dd505bf04d29a21b9458648895628282/a1298d30e54639359d4e93d1dfa9657d.jpeg@webp,4.6,89.99,sladosti_torty_pirozhnye
